data,label,CCT_xc_class_000_distance,CCT_xc_class_001_distance,CCT_xc_class_000_count5,CCT_xc_class_001_count5,CCT_xc_class_000_count7,CCT_xc_class_001_count7,CCT_x4_class_000_distance,CCT_x4_class_001_distance,CCT_x4_class_000_count5,CCT_x4_class_001_count5,CCT_x4_class_000_count7,CCT_x4_class_001_count7,r50_xc_class_000_distance,r50_xc_class_001_distance,r50_xc_class_000_count5,r50_xc_class_001_count5,r50_xc_class_000_count7,r50_xc_class_001_count7,r50_xc_class_000_xs5,r50_xc_class_001_xs5,r50_xc_class_000_xs3,r50_xc_class_001_xs3,r50_x4_class_000_distance,r50_x4_class_001_distance,r50_x4_class_000_count5,r50_x4_class_001_count5,r50_x4_class_000_count7,r50_x4_class_001_count7
chest_hosp/train/0/CX-0-0001.jpeg,0,1.2943610729804884,1.9755727690705627,5,0,7,0,0.14103417230288628,0.7701326569032687,5,0,7,0,8.953758119822908e-06,1.9950620005990851,5,0,7,0,5,0,3,0,0.043449498180728185,0.24019207630794615,5,0,7,0
chest_hosp/train/0/CX-0-0002.jpeg,0,1.4297176160554204,1.9971065710197764,5,0,7,0,0.22605403040828698,0.8618331237407232,5,0,7,0,1.5550938212705034e-06,1.9948139922352777,5,0,7,0,5,0,3,0,0.02627618023280598,0.24238144409089435,5,0,7,0
chest_hosp/train/0/CX-0-0003.jpeg,0,1.3673856951511005,1.989639397014753,5,0,7,0,0.1944691738264408,0.894753606298416,5,0,7,0,6.989446675098598e-06,1.9942392798344195,5,0,7,0,5,0,3,0,0.017586730386044302,0.24755288189416702,5,0,7,0
chest_hosp/train/0/CX-0-0004.jpeg,0,1.3071410579746552,1.978428867545261,5,0,7,0,0.19193860089031833,0.8524427900130335,5,0,7,0,1.1384503294631365e-05,1.9951154496338648,5,0,7,0,5,0,3,0,0.02427851422165106,0.23887340556655257,5,0,7,0
chest_hosp/train/0/CX-0-0005.jpeg,0,0.5226456896962479,0.00025601160652322097,0,5,0,7,0.22697421137965845,0.38797050389191035,4,1,6,1,2.8784911255019807e-05,1.993819405650948,5,0,7,0,5,0,3,0,0.034815766917287494,0.2195725694897429,5,0,7,0
chest_hosp/train/0/CX-0-0006.jpeg,0,0.05661072211800733,0.24322736071849183,5,0,5,2,0.1495570182594067,0.6755723630621305,5,0,7,0,5.9974825992181735e-06,1.9949854436786354,5,0,7,0,5,0,3,0,0.029564948039254135,0.22117332760688302,5,0,7,0
chest_hosp/train/0/CX-0-0007.jpeg,0,0.45783288135942146,0.0013906562487155938,2,3,3,4,0.19536917556526334,0.4174351015117538,5,0,7,0,8.859497709678976e-06,1.9941887337265725,5,0,7,0,5,0,3,0,0.04463272855766742,0.24164223495456327,5,0,7,0
chest_hosp/train/0/CX-0-0008.jpeg,0,1.3598924198944506,1.988452472641758,5,0,7,0,0.20711050178763757,0.9108865435315624,5,0,7,0,2.0004724543554175e-07,1.9946983165322751,5,0,7,0,5,0,3,0,0.022501504703406727,0.25007638193895854,5,0,7,0
chest_hosp/train/0/CX-0-0009.jpeg,0,1.1890805529529,1.946028067492482,4,1,6,1,0.22506418336840972,0.7294672898634578,5,0,7,0,7.028564542044258e-06,1.994238159929342,5,0,7,0,5,0,3,0,0.04613377573555344,0.23240670904497063,5,0,7,0
chest_hosp/train/0/CX-0-0010.jpeg,0,1.3772689353577556,1.9911121825583433,5,0,7,0,0.3499679108660436,0.9962238562979109,4,1,6,1,3.079994486854254e-05,1.9937903891542286,5,0,7,0,5,0,3,0,0.07977668745485689,0.21445080631667568,5,0,7,0
chest_hosp/train/0/CX-0-0011.jpeg,0,0.48652391933830996,0.000179754582812941,0,5,0,7,0.12296284464155338,0.4534557447001273,5,0,7,0,6.857412490068882e-07,1.994753556997221,5,0,7,0,5,0,3,0,0.012776170199646497,0.23833646038770584,5,0,7,0
chest_hosp/train/0/CX-0-0012.jpeg,0,1.2233318929964945,1.9567909744882723,5,0,6,1,0.24469683167102518,0.7333383602641279,5,0,7,0,5.094841034836151e-06,1.9942977292558142,5,0,7,0,5,0,3,0,0.031716408969217125,0.2407156334769126,5,0,7,0
chest_hosp/train/0/CX-0-0013.jpeg,0,1.2699631068968087,1.9696710357592933,5,0,7,0,0.12016694268884931,0.748709197718297,5,0,7,0,2.399675686381997e-06,1.994404018303643,5,0,7,0,5,0,3,0,0.019405674315847277,0.23917286301324414,5,0,7,0
chest_hosp/train/0/CX-0-0014.jpeg,0,0.4222298054704332,0.004578075856551456,0,5,1,6,0.084566474407205,0.5143927489273863,5,0,7,0,1.2544637995048902e-07,1.9945811209441504,5,0,7,0,5,0,3,0,0.00917560710419929,0.23444436693347037,5,0,7,0
chest_hosp/train/0/CX-0-0015.jpeg,0,0.44228420615532615,0.002545152893354663,0,5,0,7,0.21124655860009767,0.45144758222405734,5,0,7,0,1.7205522528929151e-07,1.9946935931532255,5,0,7,0,5,0,3,0,0.021618675041055635,0.24035574698447382,5,0,7,0
chest_hosp/train/0/CX-0-0016.jpeg,0,0.3936633972913045,0.008591220173851277,0,5,0,7,0.13974639130447764,0.4933411891974101,5,0,7,0,1.2957205286490137e-07,1.994580271527502,5,0,7,0,5,0,3,0,0.019733744585148205,0.21498006593387053,5,0,7,0
chest_hosp/train/0/CX-0-0017.jpeg,0,0.4932698441456741,6.180325681470755e-05,2,3,2,5,0.1386643773924101,0.4970865757374747,5,0,7,0,1.2819419747955862e-08,1.9946164908790043,5,0,7,0,5,0,3,0,0.017107511289481292,0.22813176545798597,5,0,7,0
chest_hosp/train/0/CX-0-0018.jpeg,0,0.3993291504967219,0.007686833740069732,2,3,3,4,0.19928827457904097,0.5100786960964292,5,0,7,0,6.965957638604969e-06,1.9950123303413179,5,0,7,0,5,0,3,0,0.041884336746297435,0.20505296936925688,5,0,7,0
chest_hosp/train/0/CX-0-0019.jpeg,0,1.1560955701771691,1.9346463096641613,4,1,6,1,0.13362224839953407,0.7331764366137947,5,0,7,0,8.700591339960706e-05,1.9931817147841198,5,0,7,0,5,0,3,0,0.032950865034909405,0.2178154927516851,5,0,7,0
chest_hosp/train/0/CX-0-0020.jpeg,0,1.2746343100381503,1.9708461485723845,5,0,7,0,0.11348338568036165,0.7523456160339866,4,1,6,1,7.625485441642432e-06,1.9942214293106724,5,0,7,0,5,0,3,0,0.06934070676889159,0.2237363840104265,4,1,6,1
chest_hosp/train/0/CX-0-0021.jpeg,0,0.41340936020062735,0.00567352082123862,1,4,2,5,0.08516151020466389,0.5936410983378468,5,0,7,0,1.9357356372262657e-06,1.9948347239370219,5,0,7,0,5,0,3,0,0.021527919618170355,0.22592335625404125,5,0,7,0
chest_hosp/train/0/CX-0-0022.jpeg,0,0.6204732361404506,1.6140974013358633,4,1,5,2,0.1640053800591672,0.6242754608312612,5,0,7,0,4.3991872531345955e-05,1.9936188252317133,5,0,7,0,5,0,3,0,0.05604788137059513,0.20394323323350438,5,0,7,0
chest_hosp/train/0/CX-0-0023.jpeg,0,0.4687589554929359,0.0007917148390923501,0,5,0,7,0.20673656139124474,0.5268822986688702,5,0,7,0,1.8850118098656665e-06,1.9944303020432073,5,0,7,0,5,0,3,0,0.05857814571822939,0.2570832609764734,5,0,7,0
chest_hosp/train/0/CX-0-0024.jpeg,0,0.46579017274937407,0.0009374269485370457,0,5,0,7,0.22290021589013065,0.45151410624689814,5,0,7,0,4.515909002300589e-07,1.9947309505359012,5,0,7,0,5,0,3,0,0.02945155776035846,0.23125652996415058,5,0,7,0
